updated_at,small_step_id,small_step_name,source_ss_wr_desc,candidate_ss_desc,source_word_count,candidate_word_count,model,tokens_used
2026-05-21T13:08:57,Year 10_14-15_Summer_Higher_Vectors_6_Vector journeys in shapes,Vector journeys in shapes,"In this small step, students explore different ways to express vector journeys, combining successive movements as vector calculations. This step builds the foundations needed for students to form geometric proofs later. Students learn to express a route such as AB + BC + CD = AD showing that multiple vectors can represent a single resultant vector. Students then move to simplifying expressions or comparing routes algebraically, for example, by writing a + b + 2a – b as 3a. Draw students’ attention to the fact that different routes can have the same resultant vector. Highlight the effect of reversing the direction of a vector, for example, if MN = a – 2b then NM = –a + 2b. Misconceptions and common errors • Students may neglect the direction of arrows on a vector diagram, such as using the vector a rather than –a. • Students may struggle to find a route using known vectors. • Students may make arithmetic errors, particularly with negative terms. Year 10 | Summer term | Block 3 – Vectors | Step 6 Mathematical talk • How can we describe a journey from one vertex to another using vectors? • How can we show that AB + BC = AC on a diagram? • How is XY related to YX ? • Why does taking different routes around a shape sometimes give the same resultant vector? • Can the same journey be described using a different combination of vectors? • If EF = a and FG = b, how could we describe EG in terms of a and b? • Why is it important to use consistent notation when writing vector journeys? H National Curriculum links • Describe translations as 2D vectors • Apply addition and subtraction of vectors, multiplication of vectors by a scalar, and diagrammatic and column representations of vectors; {use vectors to construct geometric arguments and proofs}","Students learn to express vector journeys by combining movements into vector calculations, such as AB + BC + CD = AD. They simplify expressions like a + b + 2a – b as 3a and explore how reversing vector direction affects results. Emphasis is on consistent notation and understanding that different routes can yield the same resultant vector.",314,58,gpt-4o,579
2026-05-21T13:08:58,Year 10_14-15_Summer_Higher_Vectors_7_Vectors in quadrilaterals,Vectors in quadrilaterals,"In this small step, students apply their knowledge of vector journeys while considering the properties of quadrilaterals such as rectangles, parallelograms, and trapezia. Encourage students to discuss the properties of different quadrilaterals, for example, parallelograms have two pairs of parallel sides. Highlight that this means a parallelogram has two pairs of identical vectors. Draw students’ attention to the direction of arrows on diagrams and how this can affect the result of a vector journey and the accurate evaluation of vector addition or subtraction. Misconceptions and common errors • Students may neglect the direction of arrows on a vector diagram, such as using the vector a rather than –a. • Students may not recognise properties leading to vectors which aren’t labelled on diagrams. For example, using the fact that opposite sides in a parallelogram are parallel and equal in length. Year 10 | Summer term | Block 3 – Vectors | Step 7 Mathematical talk • Which quadrilaterals have pairs of parallel sides? How many pairs of parallel vectors will they have? • ‘A square has four equal vectors.’ Explain why the statement is false. • How can we describe each side of the quadrilateral using vectors? • What does it mean if two sides have equal vectors? • What does the direction of the arrow tell us about a vector? • If AB = a – 2b what is BA in terms of a and b? • How can we use vector relationships to identify the type of quadrilateral? H National Curriculum links • Describe translations as 2D vectors • Apply addition and subtraction of vectors, multiplication of vectors by a scalar, and diagrammatic and column representations of vectors; {use vectors to construct geometric arguments and proofs}","Students apply vector knowledge to quadrilaterals like rectangles, parallelograms, and trapezia. Emphasize that parallelograms have two pairs of identical vectors due to parallel sides. Focus on vector direction and its impact on vector journeys. Address common errors, such as neglecting vector direction or misidentifying vector properties. Discuss vector relationships to identify quadrilateral types.",287,53,gpt-4o,576
2026-05-21T13:08:59,Year 10_14-15_Summer_Higher_Vectors_8_Parallel vectors,Parallel vectors,"In this small step, students explore parallel vectors, recognising that vectors are parallel when one is a scalar multiple of the other. Students may have some understanding of this concept from earlier steps in this block. Highlight that parallel vectors have the same (or opposite) direction but may differ in magnitude. Support strategies for proving that column vectors are parallel by using vectors represented on grids to emphasise the link between vectors and scalars. After this, model how to prove that algebraic vectors are parallel through factorisation. Once students are confident, move on to more complex problems where they may need to consider vector journeys to compare two vectors. Misconceptions and common errors • Students may think vectors are parallel if they have the same magnitude. • Students may not recognise parallel vectors involving negative scalars. For example, writing 6 2 -   as –2 × -3 1   to show 6 2 -   and -3 1   are parallel. • Students may find it difficult to write algebraic expressions for vectors that represent movement in the opposite direction. Year 10 | Summer term | Block 3 – Vectors | Step 8 Mathematical talk • What does it mean for two vectors to be parallel? • How can we tell if one column vector is a multiple of another? • Can two vectors be parallel but point in opposite directions? Explain how you know. • How can we tell if two vectors in terms of a and b are parallel? • What happens to a vector when it is multiplied by a negative scalar? • Why do parallel vectors not have to be equal in length? • Are two vectors that are equal in magnitude always parallel? Why or why not? H National Curriculum links • Describe translations as 2D vectors • Apply addition and subtraction of vectors, multiplication of vectors by a scalar, and diagrammatic and column representations of vectors; {use vectors to construct geometric arguments and proofs}","Students explore parallel vectors, recognizing they are parallel when one is a scalar multiple of the other. Highlight that parallel vectors share the same or opposite direction but may differ in magnitude. Use grids to demonstrate parallel vectors and factorization for algebraic proofs. Address misconceptions, such as confusing magnitude with parallelism and handling negative scalars.",334,55,gpt-4o,613
2026-05-21T13:09:05,"Year 10_14-15_Summer_Higher_Factors and powers_1_Prime factorisation, HCF and LCM","Prime factorisation, HCF and LCM","In this small step, students recap finding the highest common factor (HCF), lowest common multiple (LCM), and writing numbers as a product of prime factors from Key Stage 3. Use practical contexts to reinforce when HCF or LCM is needed, and model listing with small numbers to show why it becomes inefficient for greater values. Revisit prime factorisation using factor trees, emphasising that every integer greater than 1 has a unique prime factorisation. Use Venn diagrams to organise information, highlighting that the HCF is the product of the common factors, while the LCM is the product of all factors within the diagram. Link back to listing to show both methods give the same result. Misconceptions and common errors • Students may include non-prime factors in their final product. • Students may confuse factors and multiples, particularly when using listing methods. • Students may rely on listing methods for large numbers, leading to inefficiency and increased likelihood of error. • Students may multiply all prime factors when finding the HCF, rather than only those common to all numbers. Year 10 | Summer term | Block 4 – Factors, powers and surds | Step 1 Mathematical talk • Explain what is meant by “highest common factor”. • Explain what is meant by “lowest common multiple”. • How can we decide whether a problem requires us to calculate the HCF or the LCM? • Can the HCF ever be greater than one of the numbers? Why or why not? • Is there more than one way to express 84 as a product of prime factors? • Does the order of the factors in a prime factorisation matter? Explain your answer. • What is the same and what is different between 2 × 2 × 2 × 3 and 23 × 3? • How do you find the HCF using a Venn diagram? • How do you find the LCM using a Venn diagram? H National Curriculum links • Use the concepts and vocabulary of prime numbers, factors (or divisors), multiples, common factors, common multiples, highest common factor, lowest common multiple, prime factorisation, including using product notation and the unique factorisation property (KS3)","Students recap finding the highest common factor (HCF), lowest common multiple (LCM), and expressing numbers as a product of prime factors. Use factor trees and Venn diagrams to organise information, highlighting that HCF is the product of common factors and LCM is the product of all factors. Address misconceptions about factors and multiples, and inefficiencies in listing methods for large numbers.",359,61,gpt-4o,670
2026-05-21T13:09:07,"Year 10_14-15_Summer_Higher_Factors and powers_2_Powers, roots and negative indices","Powers, roots and negative indices","In this small step, students recap evaluating powers and roots, both mentally and using a calculator. Reinforce that a root is the inverse of a power, and ensure students can use calculator functions for powers and roots greater than 3. Support estimation by identifying the two integers a root lies between. Emphasise that a negative index does not make the value negative but instead indicates a reciprocal. Demonstrate this using a decreasing pattern, for example 22 = 4, 21 = 2, 20 = 1 and 2–1 = 1 2. Encourage students to generalise this to show that for any non-zero value of a, a–n = 1 an . Model converting negative indices into fractions with positive indices using numerical and algebraic examples, extending to bases with coefficients as confidence develops. Misconceptions and common errors • Students may assume that a negative index results in a negative answer, for example 3–2 = –9 • Students may multiply the base by the index instead of using a reciprocal, for example 2–3 = –6 • Students may misuse calculator functions for powers and roots, leading to incorrect evaluations. Year 10 | Summer term | Block 4 – Factors, powers and surds | Step 2 Mathematical talk • What is the same and what is different between (–5)4 and –54? • What do you notice about the sign of (–2)n when n is even compared to when n is odd? Explain your answer. • What is the same and what is different about 64 and 64 6 ? • If 54 = 625, what is the 4th root of 625? How do you know? • What is the same and what is different between 3–2 and 1 32 ? • Which is greater: 2–3 or 2–5? Explain your answer • If a–2 = 1 25 , what is the value of a? Explain how you know. • How else can you write a–4? • Explain why the value of a in a–1 cannot be equal to zero. H National Curriculum links • Use integer powers and associated real roots (square, cube and higher), recognise powers of 2, 3, 4, 5 and distinguish between exact representations of roots and their decimal approximations (KS3)","Students recap evaluating powers and roots mentally and using a calculator, understanding roots as the inverse of powers. They learn to estimate roots, handle negative indices as reciprocals, and convert them into fractions with positive indices. Address misconceptions like assuming negative indices result in negative values or misusing calculator functions. Focus on integer powers, real roots, and distinguishing exact root representations from decimal approximations.",368,64,gpt-4o,707
2026-05-21T13:09:08,Year 10_14-15_Summer_Higher_Factors and powers_3_Fractional indices,Fractional indices,"In this small step, students explore fractional indices. Some students may have previously covered this as an extend step in Year 8. Ensure students are fluent with square roots, cube roots and higher roots before introducing fractional indices using numerical bases. Develop understanding by reasoning from index laws, for example 9 1 2 × 9 1 2 = 91, and link this to 9 = 3 since 3 × 3 = 9. Use this to generalise that the denominator of a fractional index indicates the root. Once students are confident with unit fractional indices, introduce non-unit fractional indices, emphasising that the numerator represents a power applied after the root. Extend to fractional bases and negative fractional indices by linking back to negative indices as reciprocals. Misconceptions and common errors • Students may confuse the roles of the numerator and denominator, for example interpreting 64 3 2 as a cube root squared instead of a square root cubed. • Students may attempt to calculate a fraction of the base rather than taking the root and then applying the power. Year 10 | Summer term | Block 4 – Factors, powers and surds | Step 3 Mathematical talk • Explain why a 1 2 × a 1 2 = a1 • If 4 1 2 × 4 1 2 = 41, what is the value of 4 1 2 ? • What operation is a fractional power equivalent to? • What root is a power of a half/third equivalent to? Explain how you know. • How else can x 1 4 be written? • How can you generalise a rule for fractional indices? • If you know the value of x 1 3 , how can you find the value of – x 1 3? • What is the same and what is different about calculating 2 –3 64 and 3 –2 64 ? H National Curriculum links • Calculate with roots, and with integer {and fractional} indices","Students explore fractional indices, starting with unit fractional indices, where the denominator indicates the root. Once confident, they move to non-unit fractional indices, understanding the numerator as a power applied after the root. Extend to fractional bases and negative indices, linking to reciprocals. Address misconceptions, such as confusing numerator and denominator roles.",326,52,gpt-4o,622
2026-05-21T13:09:09,Year 10_14-15_Summer_Higher_Factors and powers_4_Four operations with surds,Four operations with surds,"In this small step, students work with all four operations involving surds. The focus is on adding/subtracting like surds and multiplying/dividing surds by surds/integers. At this stage, surds do not need to be simplified beyond an integer result. For example, 3 × 5 can remain as 15, while 4 × 4 simplifies to 4. This keeps the focus on structure rather than technique, with further surd simplification developed in the next step. When adding and subtracting, emphasise that only like surds can be combined, just as only like algebraic terms can be collected, for example, 3 2 + 5 2 = 8 2 but 2 + 3 cannot be simplified further. When multiplying, model that a × b æ ab and that multiplying by an integer scales the surd, for example a × b = a b. If students are secure, you may choose to combine this step with simplifying surds further. Misconceptions and common errors • Students may try to add or subtract surds with different bases, for example 2 + 3 • Students may multiply integers and surds incorrectly, for example writing 2 × 5 = 10 • Students may not recognise when the product of surds simplifies to an integer, such as 4 × 4 = 4 Year 10 | Summer term | Block 4 – Factors, powers and surds | Step 4 Mathematical talk • Are surds rational or irrational? • When we multiply/divide two surds, what happens to the numbers inside the square roots? • Explain why 4 × 4 is equivalent to 4 • Is a + a equivalent to 2a ? Why or why not? • Why does 2 × 3 not give an integer answer? • What stays the same and what changes when we multiply a surd by an integer? • Why can we not add surds with different bases, for example 2 + 3? • How is adding and subtracting surds similar to working with algebraic terms? H National Curriculum links • Simplify and manipulate algebraic expressions (including those involving surds) {and algebraic fractions} by: factorising quadratic expressions of the form x2 + bx + c, including the difference of two squares; {factorising quadratic expressions of the form ax2 + bx + c}; simplifying expressions involving sums, products and powers, including the laws of indices","Students work with all four operations involving surds, focusing on adding/subtracting like surds and multiplying/dividing surds by surds/integers. Emphasize combining only like surds, similar to algebraic terms. Multiplying scales the surd, e.g., \(a \times b = ab\). Simplification to integers is not required yet. Address misconceptions like adding different bases or incorrect multiplication.",385,53,gpt-4o,740
2026-05-21T13:09:10,Year 10_14-15_Summer_Higher_Factors and powers_5_Simplify surds,Simplify surds,"In this small step, students develop their understanding of surds by exploring how the number inside a square root affects how it can be simplified. Model how to simplify surds by rewriting the number inside the root as a product including a square factor, for example 18 = 9 × 2. Emphasise the importance of identifying a square factor as the result of square rooting a square number will be an integer. Highlight that it is often efficient to identify the greatest square factor to simplify a surd. If students cannot spot a square factor encourage the use of a factor tree to show the prime factorisation, for example 72 = 2 × 2 × 2 × 3 × 3 . Emphasise that this method relies on pairing equal factors to form a square number that can be square rooted. Once students are confident, extend this to other contexts such as area calculations or simplifying algebraic expressions. Misconceptions and common errors • Students may not fully simplify a surd, leaving a square factor inside the square root when more than one square factor is present. For example, 72 = 4 x 18 = 2 18 • Students may try to partition a surd using addition or subtraction, for example writing 18 = 9 + 9 Year 10 | Summer term | Block 4 – Factors, powers and surds | Step 5 Mathematical talk • Why does writing the number inside the square root as a product help us simplify a surd? • What does it mean for a surd to be fully simplified? • Which factor pair includes the greatest square factor? • How does a prime factor tree help us identify square factors? • How can we check that a surd cannot be simplified any further? • Why must we identify a square factor when simplifying a surd? • What happens if we try to take out a factor that is not a square number? • What are the factor pairs of ? • What are the prime factors of ? H National Curriculum links • Calculate exactly with fractions, {surds} and multiples of π; {simplify surd expressions involving squares [for example 12 = 4 × 3 = 4 × 3 = 2 3] and rationalise denominators}","Students learn to simplify surds by expressing the number inside the square root as a product with a square factor, e.g., 18 = 9 × 2. Emphasize identifying the greatest square factor for efficiency. Use factor trees for prime factorization, e.g., 72 = 2 × 2 × 2 × 3 × 3. Extend to area calculations and algebraic expressions.",378,59,gpt-4o,688
2026-05-21T13:09:12,Year 10_14-15_Summer_Higher_Factors and powers_6_Expand single brackets with surds,Expand single brackets with surds,"In this small step, students develop their understanding of surds by expanding and simplifying single brackets, such as a(b + c) and a( b + c). Remind students that surds behave like algebraic terms and that the distributive law applies. Model expansion by multiplying each term inside the bracket by the term outside, using bar models or area models to support understanding where appropriate. Emphasise that only like surds can be combined and that surds may need further simplification by taking out square factors, including simplifying to integers or to simpler surd forms. Once students are confident, they could be introduced to expanding and simplifying expressions involving two single brackets. Misconceptions and common errors • Students may try to combine surds and integers, for example 2 + 3 = 5 • Students may assume a × a æ a rather than a. • Students may not simplify surds fully after expansion, for example writing 2 + 12 rather than 2 + 2 3. Year 10 | Summer term | Block 4 – Factors, powers and surds | Step 6 Mathematical talk • What is the same and what is different about expanding 3(x + 5) and 3( 2 + 5)? • What is the same and what is different about multiplying 3 × a and 3 × 5? • When we multiply two surds, what happens to the values inside the square root? • Explain why 2 × 2 = 4 can be simplified to an integer but 2 × 5 = 10 cannot. • Explain why 2 3 + 5 2 cannot be simplified. • What makes two surds “like surds”? Give an example. • Explain how you know when an expression with surds is fully simplified. H National Curriculum links • Simplify and manipulate algebraic expressions (including those involving surds) {and algebraic fractions} by: factorising quadratic expressions of the form x2 + bx + c, including the difference of two squares; {factorising quadratic expressions of the form ax2 + bx + c}; simplifying expressions involving sums, products and powers, including the laws of indices","Students learn to expand and simplify expressions with surds, such as a(b + c), using the distributive law. Emphasize combining like surds and simplifying by extracting square factors. Address misconceptions like combining surds with integers and incomplete simplification. Progress to expressions with two brackets once confident. Focus on fully simplifying surds and recognizing like surds.",346,55,gpt-4o,665
2026-05-21T13:09:13,Year 10_14-15_Summer_Higher_Factors and powers_7_Rationalise the denominator,Rationalise the denominator,"In this small step, students rationalise denominators that contain a single surd, building on their understanding of surds and rational numbers. Model the process by multiplying the numerator and denominator by the same surd so that the denominator becomes a rational number. For example, when the denominator is 2, multiply both the numerator and denominator by 2 so the denominator becomes 2. Emphasise that the value of the fraction does not change, only its form. Remind students to simplify the resulting fraction fully, including simplifying surds by considering square factors where possible. Keep the focus on single-term denominators such as 3 or 3 5. Rationalising denominators containing binomials will be covered later in the block. Misconceptions and common errors • Students may multiply only the denominator by the surd instead of multiplying both the numerator and denominator. • Students may think the value of the fraction changes when rationalising the denominator, rather than staying equivalent. • Students may not simplify fully after rationalising, including simplifying any surds or cancelling common factors. Year 10 | Summer term | Block 4 – Factors, powers and surds | Step 7 Mathematical talk • What does it mean for a denominator to be rational? • Why might it be useful to remove a surd from the denominator? • Does rationalising the denominator change the value of the fraction? Explain how you know. • How is rationalising the denominator similar to forming an equivalent fraction? • What is the product of a × a? • If the denominator is 2, what could we multiply by to make it rational? Why does this work? • Why must we multiply the numerator and the denominator by the same value? • How do we know if a fraction is fully simplified? H National Curriculum links • Calculate exactly with fractions, {surds} and multiples of π; {simplify surd expressions involving squares [for example 12 = 4 × 3 = 4 × 3 = 2 3] and rationalise denominators}","Students rationalise denominators containing a single surd by multiplying both the numerator and denominator by the same surd to make the denominator rational. Emphasise that this process changes the fraction's form, not its value. Ensure full simplification, including simplifying surds. Focus on single-term denominators; binomial denominators are covered later.",329,49,gpt-4o,630
2026-05-21T13:09:14,Year 10_14-15_Summer_Higher_Factors and powers_8_Expand double brackets with surds,Expand double brackets with surds,"In this small step, students extend their understanding of expanding single brackets with surds to expanding and simplifying double brackets. Model expansion by multiplying each term in the first bracket by each term in the second bracket, making all four products explicit. Area or grid models can help students see the structure and avoid missing terms. When simplifying after expansion, remind students that only like surds can be combined, and that surds may need further simplification by taking out square factors. This may lead to integer results or simpler surd forms. Once students are confident, they can be challenged with more complex expressions in the form (a + b c)(d + e c). Misconceptions and common errors • Students may only multiply the first and last terms in each brackets, for example writing ( 2 + 3)( 2 + 5) = 2 + 15 = 17 • Students may incorrectly simplify expressions, for example 10 + 5 2 + 2 + 2 = 19 • Students may not simplify products of surds where possible after expansion or may not realise it is possible for the final answer to be an integer. Year 10 | Summer term | Block 4 – Factors, powers and surds | Step 8 Mathematical talk • What is the same and what is different about expanding (x + 2)(x + 5) and ( x + 2)( x + 5)? • When we multiply two surds, what happens to the numbers inside the square root? Explain your answer. • Explain why 3 × 3 = 9 can be simplified, but 2 × 5 = 10 cannot be simplified further. • What do you notice when (a + b)(a – b) is expanded and simplified? Why do the surd terms cancel when simplifying? • What is the difference between simplifying a × a and simplifying a + a? • Can any of the surds in the resulting expansion be simplified further? Why or why not? H National Curriculum links • Simplify and manipulate algebraic expressions (including those involving surds) {and algebraic fractions} by: factorising quadratic expressions of the form x2 + bx + c, including the difference of two squares; {factorising quadratic expressions of the form ax2 + bx + c}; simplifying expressions involving sums, products and powers, including the laws of indices","Students expand and simplify double brackets with surds by multiplying each term in the first bracket by each term in the second, ensuring all products are explicit. Use area or grid models to visualize structure. Simplify by combining like surds and extracting square factors. Address misconceptions like incomplete multiplication or incorrect simplification.",385,52,gpt-4o,691
2026-05-21T13:09:15,Year 10_14-15_Summer_Foundation_Factors and powers_9_Expand brackets with surds (E),Expand brackets with surds (E),"In this extend step, students develop their understanding of surds by expanding and simplifying single brackets involving surds. Begin with expanding single brackets and remind students that surds behave like algebraic terms and that the distributive law applies. Model expansion by multiplying each term inside the bracket by the term outside, using bar models or area models to support understanding. Once confident, students could be introduced to expanding and simplifying double brackets. Emphasise that only like surds can be combined. At this stage, avoid simplifying surds by factorising square factors, and instead focus on products that simplify directly to integers, such as 4 × 4 = 4 Misconceptions and common errors • Students may try to combine unlike surds after expansion, for example trying to simplify 2 + 3 • Students may assume a × a = a rather than a. • Students may multiply the integer and the surd incorrectly, for example writing 2 × 5 = 10 Year 10 | Summer term | Block 4 – Factors, powers and surds | Step 9 Mathematical talk • What is the same and what is different about expanding 3(x + 5) and 3( 2 + 5)? • What is the same and what is different about multiplying 3 × a and 3 × 5? • When we multiply two surds, what happens to the values inside the square root? • Explain why 2 × 2 = 4 can be simplified to an integer but 2 × 5 = 10 cannot. • Explain why 2 3 + 5 2 cannot be simplified. • What makes two surds “like surds”? Give an example. • Explain how you know when an expression with surds is fully simplified. F National Curriculum links • Simplify and manipulate algebraic expressions (including those involving surds) by: factorising quadratic expressions of the form x2 + bx + c, including the difference of two squares; simplifying expressions involving sums, products and powers, including the laws of indices E","Students expand and simplify single brackets involving surds, applying the distributive law as with algebraic terms. Use bar or area models for clarity. Focus on products simplifying directly to integers, avoiding factorising square factors. Emphasize combining only like surds. Address misconceptions such as incorrect multiplication of integers and surds.",329,49,gpt-4o,629
2026-05-21T13:09:17,Year 10_14-15_Summer_Higher_Factors and powers_9_Rationalise the denominator with more complex denominators (E),Rationalise the denominator with more complex denominators (E),"In this extend step, students will rationalise denominators with binomial expressions e.g. 1 + 5 2 Draw attention to the structure (a + b)(a – b), and highlight that this is a difference of two squares, simplifying to a2 – b, where the result will be an integer. Students will use this understanding to rationalise the denominator of a fraction, by multiplying both the numerator and denominator by the conjugate of the denominator. Emphasise that this is equivalent to multiplying by 1, so the value of the fraction does not change. Begin with examples such as 1 5 2 – where the denominator can be simplified to a positive integer, before moving on to more complex fractions such as 3 1 5 – where the denominator simplifies to a negative integer or 1 3 7 3 + + where the numerator has two terms. Misconceptions and common errors • Students may only multiply the denominator by the conjugate, changing the value of the fraction. • Students may multiply by the same denominator rather than the conjugate. Year 10 | Summer term | Block 4 – Factors, powers and surds | Step 9 Mathematical talk • What is the same and what is different about 1 b and 1 + a b ? • If the denominator has two terms, how can we use the fact that (a + b)(a – b) æ a2 – b to remove the surd from the denominator? • Why must we multiply the numerator and the denominator by the same expression? • How can we check that the value of the expression has not changed? • Why does the denominator simplify to an integer, or a rational number, in this method? • After rationalising the denominator, what further simplification might still be needed? H E National Curriculum links • Calculate exactly with fractions, {surds} and multiples of π; {simplify surd expressions involving squares [for example 12 = 4 × 3 = 4 × 3 = 2 3] and rationalise denominators}","Students will rationalise denominators with binomial expressions using the difference of squares: (a + b)(a – b) = a² – b². They will multiply both numerator and denominator by the conjugate of the denominator, ensuring the fraction's value remains unchanged. Begin with simple examples, progressing to complex fractions. Address misconceptions like incorrect multiplication by the conjugate.",335,56,gpt-4o,646
2026-05-21T13:09:18,Year 10_14-15_Summer_Higher_Factors and powers_10_Solve problems with surds,Solve problems with surds,"In this small step, students apply their knowledge of surds in a range of contexts, including area and perimeter, calculations with exact values, and solving equations. Emphasise that surds often arise from square roots in geometry and that surd form gives an exact answer. Support students to identify the structure of each problem before trying to solve them. Encourage them to annotate the problem and write down any relevant formulas. Show how to break multi-step problems into smaller steps and keep expressions in surd form until the final stage, using prompts such as “What do I know?”, “What can I work out?” and “What is the context of the question?”. Misconceptions and common errors • Students may struggle to write surds in a specified form. • Students may square surds incorrectly when they appear in an area calculation or equation. • Students may struggle to identify the relevant formula or prior topic needed to solve the problem. Year 10 | Summer term | Block 4 – Factors, powers and surds | Step 10 Mathematical talk • What do we know and what can we work out? • What formula or prior knowledge might be useful? • What is the problem asking you to find? • How can we check the answer? Does your answer make sense for the context? • How can we break this problem into smaller steps? • What should we calculate first and why? • Can any terms be simplified or combined? H National Curriculum links • Calculate exactly with fractions, {surds} and multiples of π; {simplify surd expressions involving squares [for example 12 = 4 × 3 = 4 × 3 = 2 3] and rationalise denominators}","Students apply their knowledge of surds in contexts such as area, perimeter, and solving equations. Emphasize surds as exact values from square roots. Guide students to identify problem structures, annotate problems, and use relevant formulas. Encourage breaking problems into smaller steps, maintaining surd form until final calculations. Address common errors like incorrect squaring and formula identification.",281,56,gpt-4o,562
